,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,range_times,day_type,weather_situation,season_type,range_times_encoded,range_times_clustered
7973,7974,2011-12-03,4,0,12,21,0,6,0,2,5,104,109,Night,Holiday,Misty,Winter,4,2
7974,7975,2011-12-03,4,0,12,22,0,6,0,2,17,97,114,Night,Holiday,Misty,Winter,4,2
7975,7976,2011-12-03,4,0,12,23,0,6,0,1,12,73,85,Night,Holiday,Clearly,Winter,4,2
7976,7977,2011-12-04,4,0,12,0,0,0,0,1,19,64,83,Dawn,Holiday,Clearly,Winter,1,1
7977,7978,2011-12-04,4,0,12,1,0,0,0,1,20,54,74,Dawn,Holiday,Clearly,Winter,1,1
7978,7979,2011-12-04,4,0,12,2,0,0,0,1,11,51,62,Dawn,Holiday,Clearly,Winter,1,1
7979,7980,2011-12-04,4,0,12,3,0,0,0,1,7,34,41,Dawn,Holiday,Clearly,Winter,1,1
7980,7981,2011-12-04,4,0,12,4,0,0,0,1,2,9,11,Morning,Holiday,Clearly,Winter,3,2
7981,7982,2011-12-04,4,0,12,5,0,0,0,1,2,2,4,Morning,Holiday,Clearly,Winter,3,2
7982,7983,2011-12-04,4,0,12,6,0,0,0,1,1,3,4,Morning,Holiday,Clearly,Winter,3,2
7983,7984,2011-12-04,4,0,12,7,0,0,0,1,3,23,26,Morning,Holiday,Clearly,Winter,3,2
7984,7985,2011-12-04,4,0,12,8,0,0,0,1,7,48,55,Morning,Holiday,Clearly,Winter,3,2
7985,7986,2011-12-04,4,0,12,9,0,0,0,1,12,114,126,Morning,Holiday,Clearly,Winter,3,2
7986,7987,2011-12-04,4,0,12,10,0,0,0,1,36,180,216,Morning,Holiday,Clearly,Winter,3,0
7987,7988,2011-12-04,4,0,12,11,0,0,0,1,48,206,254,Afternoon,Holiday,Clearly,Winter,0,1
7988,7989,2011-12-04,4,0,12,12,0,0,0,1,82,247,329,Afternoon,Holiday,Clearly,Winter,0,1
7989,7990,2011-12-04,4,0,12,13,0,0,0,1,88,269,357,Afternoon,Holiday,Clearly,Winter,0,3
7990,7991,2011-12-04,4,0,12,14,0,0,0,1,77,246,323,Afternoon,Holiday,Clearly,Winter,0,1
7991,7992,2011-12-04,4,0,12,15,0,0,0,1,69,227,296,Afternoon,Holiday,Clearly,Winter,0,1
7992,7993,2011-12-04,4,0,12,16,0,0,0,1,64,266,330,Afternoon,Holiday,Clearly,Winter,0,1
7993,7994,2011-12-04,4,0,12,17,0,0,0,1,38,207,245,Evening,Holiday,Clearly,Winter,2,0
7994,7995,2011-12-04,4,0,12,18,0,0,0,1,10,161,171,Evening,Holiday,Clearly,Winter,2,2
7995,7996,2011-12-04,4,0,12,19,0,0,0,1,15,158,173,Night,Holiday,Clearly,Winter,4,2
7996,7997,2011-12-04,4,0,12,20,0,0,0,1,8,116,124,Night,Holiday,Clearly,Winter,4,2
7997,7998,2011-12-04,4,0,12,21,0,0,0,1,7,65,72,Night,Holiday,Clearly,Winter,4,2
7998,7999,2011-12-04,4,0,12,22,0,0,0,1,5,59,64,Night,Holiday,Clearly,Winter,4,2
7999,8000,2011-12-04,4,0,12,23,0,0,0,1,3,42,45,Night,Holiday,Clearly,Winter,4,2
8000,8001,2011-12-05,4,0,12,0,0,1,1,1,3,21,24,Dawn,Working Day,Clearly,Winter,1,1
8001,8002,2011-12-05,4,0,12,1,0,1,1,1,2,10,12,Dawn,Working Day,Clearly,Winter,1,1
8002,8003,2011-12-05,4,0,12,2,0,1,1,1,0,8,8,Dawn,Working Day,Clearly,Winter,1,1
8003,8004,2011-12-05,4,0,12,3,0,1,1,1,0,2,2,Dawn,Working Day,Clearly,Winter,1,1
8004,8005,2011-12-05,4,0,12,4,0,1,1,1,0,7,7,Morning,Working Day,Clearly,Winter,3,2
8005,8006,2011-12-05,4,0,12,5,0,1,1,1,1,24,25,Morning,Working Day,Clearly,Winter,3,2
8006,8007,2011-12-05,4,0,12,6,0,1,1,1,1,89,90,Morning,Working Day,Clearly,Winter,3,2
8007,8008,2011-12-05,4,0,12,7,0,1,1,1,9,274,283,Morning,Working Day,Clearly,Winter,3,0
8008,8009,2011-12-05,4,0,12,8,0,1,1,1,12,392,404,Morning,Working Day,Clearly,Winter,3,0
8009,8010,2011-12-05,4,0,12,9,0,1,1,2,12,178,190,Morning,Working Day,Misty,Winter,3,2
8010,8011,2011-12-05,4,0,12,10,0,1,1,2,9,78,87,Morning,Working Day,Misty,Winter,3,2
8011,8012,2011-12-05,4,0,12,11,0,1,1,2,17,106,123,Afternoon,Working Day,Misty,Winter,0,1
8012,8013,2011-12-05,4,0,12,12,0,1,1,2,29,125,154,Afternoon,Working Day,Misty,Winter,0,1
8013,8014,2011-12-05,4,0,12,13,0,1,1,2,18,153,171,Afternoon,Working Day,Misty,Winter,0,1
8014,8015,2011-12-05,4,0,12,14,0,1,1,2,7,126,133,Afternoon,Working Day,Misty,Winter,0,1
8015,8016,2011-12-05,4,0,12,15,0,1,1,2,16,132,148,Afternoon,Working Day,Misty,Winter,0,1
8016,8017,2011-12-05,4,0,12,16,0,1,1,1,10,238,248,Afternoon,Working Day,Clearly,Winter,0,1
8017,8018,2011-12-05,4,0,12,17,0,1,1,1,16,430,446,Evening,Working Day,Clearly,Winter,2,3
8018,8019,2011-12-05,4,0,12,18,0,1,1,1,13,386,399,Evening,Working Day,Clearly,Winter,2,0
8019,8020,2011-12-05,4,0,12,19,0,1,1,2,13,295,308,Night,Working Day,Misty,Winter,4,0
8020,8021,2011-12-05,4,0,12,20,0,1,1,2,15,190,205,Night,Working Day,Misty,Winter,4,0
8021,8022,2011-12-05,4,0,12,21,0,1,1,2,10,166,176,Night,Working Day,Misty,Winter,4,2
8022,8023,2011-12-05,4,0,12,22,0,1,1,2,12,94,106,Night,Working Day,Misty,Winter,4,2
8023,8024,2011-12-05,4,0,12,23,0,1,1,2,8,54,62,Night,Working Day,Misty,Winter,4,2
8024,8025,2011-12-06,4,0,12,0,0,2,1,2,3,25,28,Dawn,Working Day,Misty,Winter,1,1
8025,8026,2011-12-06,4,0,12,1,0,2,1,2,2,14,16,Dawn,Working Day,Misty,Winter,1,1
8026,8027,2011-12-06,4,0,12,2,0,2,1,2,0,3,3,Dawn,Working Day,Misty,Winter,1,1
8027,8028,2011-12-06,4,0,12,3,0,2,1,2,0,3,3,Dawn,Working Day,Misty,Winter,1,1
8028,8029,2011-12-06,4,0,12,4,0,2,1,3,0,7,7,Morning,Working Day,Rainy or Snowy,Winter,3,2
8029,8030,2011-12-06,4,0,12,5,0,2,1,3,0,20,20,Morning,Working Day,Rainy or Snowy,Winter,3,2
8030,8031,2011-12-06,4,0,12,6,0,2,1,2,5,81,86,Morning,Working Day,Misty,Winter,3,2
8031,8032,2011-12-06,4,0,12,7,0,2,1,2,7,227,234,Morning,Working Day,Misty,Winter,3,0
8032,8033,2011-12-06,4,0,12,8,0,2,1,2,13,401,414,Morning,Working Day,Misty,Winter,3,0
8033,8034,2011-12-06,4,0,12,9,0,2,1,2,4,200,204,Morning,Working Day,Misty,Winter,3,0
8034,8035,2011-12-06,4,0,12,10,0,2,1,3,6,44,50,Morning,Working Day,Rainy or Snowy,Winter,3,2
8035,8036,2011-12-06,4,0,12,11,0,2,1,3,4,28,32,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8036,8037,2011-12-06,4,0,12,12,0,2,1,3,5,50,55,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8037,8038,2011-12-06,4,0,12,13,0,2,1,3,6,65,71,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8038,8039,2011-12-06,4,0,12,14,0,2,1,3,6,69,75,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8039,8040,2011-12-06,4,0,12,15,0,2,1,3,2,43,45,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8040,8041,2011-12-06,4,0,12,16,0,2,1,3,4,84,88,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8041,8042,2011-12-06,4,0,12,17,0,2,1,2,13,249,262,Evening,Working Day,Misty,Winter,2,0
8042,8043,2011-12-06,4,0,12,18,0,2,1,2,17,287,304,Evening,Working Day,Misty,Winter,2,0
8043,8044,2011-12-06,4,0,12,19,0,2,1,3,10,223,233,Night,Working Day,Rainy or Snowy,Winter,4,0
8044,8045,2011-12-06,4,0,12,20,0,2,1,3,3,107,110,Night,Working Day,Rainy or Snowy,Winter,4,2
8045,8046,2011-12-06,4,0,12,21,0,2,1,2,6,108,114,Night,Working Day,Misty,Winter,4,2
8046,8047,2011-12-06,4,0,12,22,0,2,1,3,5,82,87,Night,Working Day,Rainy or Snowy,Winter,4,2
8047,8048,2011-12-06,4,0,12,23,0,2,1,3,5,48,53,Night,Working Day,Rainy or Snowy,Winter,4,2
8048,8049,2011-12-07,4,0,12,0,0,3,1,1,3,30,33,Dawn,Working Day,Clearly,Winter,1,1
8049,8050,2011-12-07,4,0,12,1,0,3,1,2,4,9,13,Dawn,Working Day,Misty,Winter,1,1
8050,8051,2011-12-07,4,0,12,2,0,3,1,3,2,4,6,Dawn,Working Day,Rainy or Snowy,Winter,1,1
8051,8052,2011-12-07,4,0,12,3,0,3,1,3,0,3,3,Dawn,Working Day,Rainy or Snowy,Winter,1,1
8052,8053,2011-12-07,4,0,12,4,0,3,1,3,0,1,1,Morning,Working Day,Rainy or Snowy,Winter,3,2
8053,8054,2011-12-07,4,0,12,5,0,3,1,3,0,3,3,Morning,Working Day,Rainy or Snowy,Winter,3,2
8054,8055,2011-12-07,4,0,12,6,0,3,1,3,0,18,18,Morning,Working Day,Rainy or Snowy,Winter,3,2
8055,8056,2011-12-07,4,0,12,7,0,3,1,3,3,43,46,Morning,Working Day,Rainy or Snowy,Winter,3,2
8056,8057,2011-12-07,4,0,12,8,0,3,1,3,6,80,86,Morning,Working Day,Rainy or Snowy,Winter,3,2
8057,8058,2011-12-07,4,0,12,9,0,3,1,3,0,64,64,Morning,Working Day,Rainy or Snowy,Winter,3,2
8058,8059,2011-12-07,4,0,12,10,0,3,1,3,1,32,33,Morning,Working Day,Rainy or Snowy,Winter,3,2
8059,8060,2011-12-07,4,0,12,11,0,3,1,3,3,47,50,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8060,8061,2011-12-07,4,0,12,12,0,3,1,3,4,29,33,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8061,8062,2011-12-07,4,0,12,13,0,3,1,3,5,28,33,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8062,8063,2011-12-07,4,0,12,14,0,3,1,3,1,24,25,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8063,8064,2011-12-07,4,0,12,15,0,3,1,3,5,25,30,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8064,8065,2011-12-07,4,0,12,16,0,3,1,3,3,28,31,Afternoon,Working Day,Rainy or Snowy,Winter,0,1
8065,8066,2011-12-07,4,0,12,17,0,3,1,3,4,48,52,Evening,Working Day,Rainy or Snowy,Winter,2,2
8066,8067,2011-12-07,4,0,12,18,0,3,1,3,3,48,51,Evening,Working Day,Rainy or Snowy,Winter,2,2
8067,8068,2011-12-07,4,0,12,19,0,3,1,3,2,31,33,Night,Working Day,Rainy or Snowy,Winter,4,2
8068,8069,2011-12-07,4,0,12,20,0,3,1,3,1,25,26,Night,Working Day,Rainy or Snowy,Winter,4,2
8069,8070,2011-12-07,4,0,12,21,0,3,1,3,0,6,6,Night,Working Day,Rainy or Snowy,Winter,4,2
8070,8071,2011-12-07,4,0,12,22,0,3,1,3,0,13,13,Night,Working Day,Rainy or Snowy,Winter,4,2
8071,8072,2011-12-07,4,0,12,23,0,3,1,1,0,16,16,Night,Working Day,Clearly,Winter,4,2
8072,8073,2011-12-08,4,0,12,0,0,4,1,2,0,21,21,Dawn,Working Day,Misty,Winter,1,1
8073,8074,2011-12-08,4,0,12,1,0,4,1,1,1,6,7,Dawn,Working Day,Clearly,Winter,1,1
8074,8075,2011-12-08,4,0,12,2,0,4,1,1,0,4,4,Dawn,Working Day,Clearly,Winter,1,1
8075,8076,2011-12-08,4,0,12,3,0,4,1,1,0,1,1,Dawn,Working Day,Clearly,Winter,1,1
8076,8077,2011-12-08,4,0,12,4,0,4,1,2,0,2,2,Morning,Working Day,Misty,Winter,3,2
8077,8078,2011-12-08,4,0,12,5,0,4,1,1,0,12,12,Morning,Working Day,Clearly,Winter,3,2
8078,8079,2011-12-08,4,0,12,6,0,4,1,1,0,71,71,Morning,Working Day,Clearly,Winter,3,2
8079,8080,2011-12-08,4,0,12,7,0,4,1,1,11,233,244,Morning,Working Day,Clearly,Winter,3,0
8080,8081,2011-12-08,4,0,12,8,0,4,1,1,11,418,429,Morning,Working Day,Clearly,Winter,3,0
8081,8082,2011-12-08,4,0,12,9,0,4,1,1,7,218,225,Morning,Working Day,Clearly,Winter,3,0
8082,8083,2011-12-08,4,0,12,10,0,4,1,1,1,109,110,Morning,Working Day,Clearly,Winter,3,2
8083,8084,2011-12-08,4,0,12,11,0,4,1,1,6,100,106,Afternoon,Working Day,Clearly,Winter,0,1
8084,8085,2011-12-08,4,0,12,12,0,4,1,1,8,148,156,Afternoon,Working Day,Clearly,Winter,0,1
8085,8086,2011-12-08,4,0,12,13,0,4,1,1,9,115,124,Afternoon,Working Day,Clearly,Winter,0,1
8086,8087,2011-12-08,4,0,12,14,0,4,1,1,16,121,137,Afternoon,Working Day,Clearly,Winter,0,1
8087,8088,2011-12-08,4,0,12,15,0,4,1,1,19,98,117,Afternoon,Working Day,Clearly,Winter,0,1
8088,8089,2011-12-08,4,0,12,16,0,4,1,1,7,201,208,Afternoon,Working Day,Clearly,Winter,0,1
8089,8090,2011-12-08,4,0,12,17,0,4,1,1,10,321,331,Evening,Working Day,Clearly,Winter,2,0
8090,8091,2011-12-08,4,0,12,18,0,4,1,1,12,306,318,Evening,Working Day,Clearly,Winter,2,0
8091,8092,2011-12-08,4,0,12,19,0,4,1,1,12,220,232,Night,Working Day,Clearly,Winter,4,0
8092,8093,2011-12-08,4,0,12,20,0,4,1,1,5,170,175,Night,Working Day,Clearly,Winter,4,2
8093,8094,2011-12-08,4,0,12,21,0,4,1,1,4,135,139,Night,Working Day,Clearly,Winter,4,2
8094,8095,2011-12-08,4,0,12,22,0,4,1,1,8,84,92,Night,Working Day,Clearly,Winter,4,2
8095,8096,2011-12-08,4,0,12,23,0,4,1,1,3,58,61,Night,Working Day,Clearly,Winter,4,2
8096,8097,2011-12-09,4,0,12,0,0,5,1,1,8,26,34,Dawn,Working Day,Clearly,Winter,1,1
8097,8098,2011-12-09,4,0,12,1,0,5,1,1,2,12,14,Dawn,Working Day,Clearly,Winter,1,1
8098,8099,2011-12-09,4,0,12,2,0,5,1,1,2,10,12,Dawn,Working Day,Clearly,Winter,1,1
8099,8100,2011-12-09,4,0,12,3,0,5,1,1,1,5,6,Dawn,Working Day,Clearly,Winter,1,1
8100,8101,2011-12-09,4,0,12,4,0,5,1,1,1,1,2,Morning,Working Day,Clearly,Winter,3,2
8101,8102,2011-12-09,4,0,12,5,0,5,1,1,0,20,20,Morning,Working Day,Clearly,Winter,3,2
8102,8103,2011-12-09,4,0,12,6,0,5,1,1,1,62,63,Morning,Working Day,Clearly,Winter,3,2
8103,8104,2011-12-09,4,0,12,7,0,5,1,1,4,195,199,Morning,Working Day,Clearly,Winter,3,2
8104,8105,2011-12-09,4,0,12,8,0,5,1,1,7,378,385,Morning,Working Day,Clearly,Winter,3,0
8105,8106,2011-12-09,4,0,12,9,0,5,1,1,8,256,264,Morning,Working Day,Clearly,Winter,3,0
8106,8107,2011-12-09,4,0,12,10,0,5,1,2,11,115,126,Morning,Working Day,Misty,Winter,3,2
8107,8108,2011-12-09,4,0,12,11,0,5,1,1,15,121,136,Afternoon,Working Day,Clearly,Winter,0,1
8108,8109,2011-12-09,4,0,12,12,0,5,1,1,27,146,173,Afternoon,Working Day,Clearly,Winter,0,1
8109,8110,2011-12-09,4,0,12,13,0,5,1,1,27,141,168,Afternoon,Working Day,Clearly,Winter,0,1
8110,8111,2011-12-09,4,0,12,14,0,5,1,1,24,163,187,Afternoon,Working Day,Clearly,Winter,0,1
8111,8112,2011-12-09,4,0,12,15,0,5,1,1,29,160,189,Afternoon,Working Day,Clearly,Winter,0,1
8112,8113,2011-12-09,4,0,12,16,0,5,1,1,24,226,250,Afternoon,Working Day,Clearly,Winter,0,1
8113,8114,2011-12-09,4,0,12,17,0,5,1,1,10,352,362,Evening,Working Day,Clearly,Winter,2,0
8114,8115,2011-12-09,4,0,12,18,0,5,1,1,10,308,318,Evening,Working Day,Clearly,Winter,2,0
8115,8116,2011-12-09,4,0,12,19,0,5,1,1,10,189,199,Night,Working Day,Clearly,Winter,4,2
8116,8117,2011-12-09,4,0,12,20,0,5,1,1,10,140,150,Night,Working Day,Clearly,Winter,4,2
8117,8118,2011-12-09,4,0,12,21,0,5,1,1,9,131,140,Night,Working Day,Clearly,Winter,4,2
8118,8119,2011-12-09,4,0,12,22,0,5,1,1,15,114,129,Night,Working Day,Clearly,Winter,4,2
8119,8120,2011-12-09,4,0,12,23,0,5,1,1,6,88,94,Night,Working Day,Clearly,Winter,4,2
8120,8121,2011-12-10,4,0,12,0,0,6,0,2,11,66,77,Dawn,Holiday,Misty,Winter,1,1
8121,8122,2011-12-10,4,0,12,1,0,6,0,2,11,55,66,Dawn,Holiday,Misty,Winter,1,1
8122,8123,2011-12-10,4,0,12,2,0,6,0,2,12,48,60,Dawn,Holiday,Misty,Winter,1,1
8123,8124,2011-12-10,4,0,12,3,0,6,0,2,5,20,25,Dawn,Holiday,Misty,Winter,1,1
8124,8125,2011-12-10,4,0,12,4,0,6,0,2,0,3,3,Morning,Holiday,Misty,Winter,3,2
8125,8126,2011-12-10,4,0,12,5,0,6,0,1,0,6,6,Morning,Holiday,Clearly,Winter,3,2
8126,8127,2011-12-10,4,0,12,6,0,6,0,1,1,10,11,Morning,Holiday,Clearly,Winter,3,2
8127,8128,2011-12-10,4,0,12,7,0,6,0,1,0,11,11,Morning,Holiday,Clearly,Winter,3,2
8128,8129,2011-12-10,4,0,12,8,0,6,0,1,5,68,73,Morning,Holiday,Clearly,Winter,3,2
8129,8130,2011-12-10,4,0,12,9,0,6,0,1,15,134,149,Morning,Holiday,Clearly,Winter,3,2
8130,8131,2011-12-10,4,0,12,10,0,6,0,1,31,161,192,Morning,Holiday,Clearly,Winter,3,2
8131,8132,2011-12-10,4,0,12,11,0,6,0,1,44,192,236,Afternoon,Holiday,Clearly,Winter,0,1
8132,8133,2011-12-10,4,0,12,12,0,6,0,1,48,235,283,Afternoon,Holiday,Clearly,Winter,0,1
8133,8134,2011-12-10,4,0,12,13,0,6,0,1,47,239,286,Afternoon,Holiday,Clearly,Winter,0,1
8134,8135,2011-12-10,4,0,12,14,0,6,0,1,51,242,293,Afternoon,Holiday,Clearly,Winter,0,1
8135,8136,2011-12-10,4,0,12,15,0,6,0,1,60,239,299,Afternoon,Holiday,Clearly,Winter,0,1
8136,8137,2011-12-10,4,0,12,16,0,6,0,1,58,183,241,Afternoon,Holiday,Clearly,Winter,0,1
8137,8138,2011-12-10,4,0,12,17,0,6,0,1,34,151,185,Evening,Holiday,Clearly,Winter,2,2
8138,8139,2011-12-10,4,0,12,18,0,6,0,1,28,144,172,Evening,Holiday,Clearly,Winter,2,2
8139,8140,2011-12-10,4,0,12,19,0,6,0,1,15,139,154,Night,Holiday,Clearly,Winter,4,2
8140,8141,2011-12-10,4,0,12,20,0,6,0,1,10,114,124,Night,Holiday,Clearly,Winter,4,2
8141,8142,2011-12-10,4,0,12,21,0,6,0,1,4,79,83,Night,Holiday,Clearly,Winter,4,2
8142,8143,2011-12-10,4,0,12,22,0,6,0,1,7,88,95,Night,Holiday,Clearly,Winter,4,2
8143,8144,2011-12-10,4,0,12,23,0,6,0,1,5,61,66,Night,Holiday,Clearly,Winter,4,2
8144,8145,2011-12-11,4,0,12,0,0,0,0,1,5,69,74,Dawn,Holiday,Clearly,Winter,1,1
8145,8146,2011-12-11,4,0,12,1,0,0,0,1,8,54,62,Dawn,Holiday,Clearly,Winter,1,1
8146,8147,2011-12-11,4,0,12,2,0,0,0,1,5,47,52,Dawn,Holiday,Clearly,Winter,1,1
8147,8148,2011-12-11,4,0,12,3,0,0,0,1,2,17,19,Dawn,Holiday,Clearly,Winter,1,1
8148,8149,2011-12-11,4,0,12,4,0,0,0,1,0,5,5,Morning,Holiday,Clearly,Winter,3,2
8149,8150,2011-12-11,4,0,12,5,0,0,0,1,0,6,6,Morning,Holiday,Clearly,Winter,3,2
8150,8151,2011-12-11,4,0,12,6,0,0,0,1,0,10,10,Morning,Holiday,Clearly,Winter,3,2
8151,8152,2011-12-11,4,0,12,7,0,0,0,1,1,30,31,Morning,Holiday,Clearly,Winter,3,2
8152,8153,2011-12-11,4,0,12,8,0,0,0,1,4,68,72,Morning,Holiday,Clearly,Winter,3,2
8153,8154,2011-12-11,4,0,12,9,0,0,0,1,19,88,107,Morning,Holiday,Clearly,Winter,3,2
8154,8155,2011-12-11,4,0,12,10,0,0,0,1,30,164,194,Morning,Holiday,Clearly,Winter,3,2
8155,8156,2011-12-11,4,0,12,11,0,0,0,1,31,166,197,Afternoon,Holiday,Clearly,Winter,0,1
8156,8157,2011-12-11,4,0,12,12,0,0,0,1,42,246,288,Afternoon,Holiday,Clearly,Winter,0,1
8157,8158,2011-12-11,4,0,12,13,0,0,0,1,44,224,268,Afternoon,Holiday,Clearly,Winter,0,1
8158,8159,2011-12-11,4,0,12,14,0,0,0,1,44,198,242,Afternoon,Holiday,Clearly,Winter,0,1
8159,8160,2011-12-11,4,0,12,15,0,0,0,1,47,219,266,Afternoon,Holiday,Clearly,Winter,0,1
8160,8161,2011-12-11,4,0,12,16,0,0,0,1,32,174,206,Afternoon,Holiday,Clearly,Winter,0,1
8161,8162,2011-12-11,4,0,12,17,0,0,0,1,13,150,163,Evening,Holiday,Clearly,Winter,2,2
8162,8163,2011-12-11,4,0,12,18,0,0,0,1,12,151,163,Evening,Holiday,Clearly,Winter,2,2
8163,8164,2011-12-11,4,0,12,19,0,0,0,1,7,98,105,Night,Holiday,Clearly,Winter,4,2
8164,8165,2011-12-11,4,0,12,20,0,0,0,1,10,62,72,Night,Holiday,Clearly,Winter,4,2
8165,8166,2011-12-11,4,0,12,21,0,0,0,1,10,53,63,Night,Holiday,Clearly,Winter,4,2
8166,8167,2011-12-11,4,0,12,22,0,0,0,1,7,36,43,Night,Holiday,Clearly,Winter,4,2
8167,8168,2011-12-11,4,0,12,23,0,0,0,1,4,31,35,Night,Holiday,Clearly,Winter,4,2
8168,8169,2011-12-12,4,0,12,0,0,1,1,1,4,16,20,Dawn,Working Day,Clearly,Winter,1,1
8169,8170,2011-12-12,4,0,12,1,0,1,1,1,0,9,9,Dawn,Working Day,Clearly,Winter,1,1
8170,8171,2011-12-12,4,0,12,2,0,1,1,1,0,4,4,Dawn,Working Day,Clearly,Winter,1,1
8171,8172,2011-12-12,4,0,12,3,0,1,1,1,0,2,2,Dawn,Working Day,Clearly,Winter,1,1
8172,8173,2011-12-12,4,0,12,4,0,1,1,1,0,3,3,Morning,Working Day,Clearly,Winter,3,2
8173,8174,2011-12-12,4,0,12,5,0,1,1,1,0,21,21,Morning,Working Day,Clearly,Winter,3,2
8174,8175,2011-12-12,4,0,12,6,0,1,1,1,1,63,64,Morning,Working Day,Clearly,Winter,3,2
8175,8176,2011-12-12,4,0,12,7,0,1,1,1,4,231,235,Morning,Working Day,Clearly,Winter,3,0
8176,8177,2011-12-12,4,0,12,8,0,1,1,2,7,378,385,Morning,Working Day,Misty,Winter,3,0
8177,8178,2011-12-12,4,0,12,9,0,1,1,2,12,208,220,Morning,Working Day,Misty,Winter,3,0
8178,8179,2011-12-12,4,0,12,10,0,1,1,2,14,91,105,Morning,Working Day,Misty,Winter,3,2
8179,8180,2011-12-12,4,0,12,11,0,1,1,2,15,100,115,Afternoon,Working Day,Misty,Winter,0,1
8180,8181,2011-12-12,4,0,12,12,0,1,1,1,7,138,145,Afternoon,Working Day,Clearly,Winter,0,1
8181,8182,2011-12-12,4,0,12,13,0,1,1,2,13,153,166,Afternoon,Working Day,Misty,Winter,0,1
8182,8183,2011-12-12,4,0,12,14,0,1,1,2,16,95,111,Afternoon,Working Day,Misty,Winter,0,1
8183,8184,2011-12-12,4,0,12,15,0,1,1,2,8,124,132,Afternoon,Working Day,Misty,Winter,0,1
8184,8185,2011-12-12,4,0,12,16,0,1,1,2,5,209,214,Afternoon,Working Day,Misty,Winter,0,1
8185,8186,2011-12-12,4,0,12,17,0,1,1,2,7,352,359,Evening,Working Day,Misty,Winter,2,0
8186,8187,2011-12-12,4,0,12,18,0,1,1,1,8,349,357,Evening,Working Day,Clearly,Winter,2,0
8187,8188,2011-12-12,4,0,12,19,0,1,1,1,9,232,241,Night,Working Day,Clearly,Winter,4,0
8188,8189,2011-12-12,4,0,12,20,0,1,1,1,8,157,165,Night,Working Day,Clearly,Winter,4,2
8189,8190,2011-12-12,4,0,12,21,0,1,1,1,2,119,121,Night,Working Day,Clearly,Winter,4,2
8190,8191,2011-12-12,4,0,12,22,0,1,1,1,0,71,71,Night,Working Day,Clearly,Winter,4,2
8191,8192,2011-12-12,4,0,12,23,0,1,1,1,3,42,45,Night,Working Day,Clearly,Winter,4,2
8192,8193,2011-12-13,4,0,12,0,0,2,1,1,1,16,17,Dawn,Working Day,Clearly,Winter,1,1
8193,8194,2011-12-13,4,0,12,1,0,2,1,1,0,4,4,Dawn,Working Day,Clearly,Winter,1,1
8194,8195,2011-12-13,4,0,12,2,0,2,1,1,1,1,2,Dawn,Working Day,Clearly,Winter,1,1
8195,8196,2011-12-13,4,0,12,3,0,2,1,1,0,3,3,Dawn,Working Day,Clearly,Winter,1,1
8196,8197,2011-12-13,4,0,12,4,0,2,1,1,0,4,4,Morning,Working Day,Clearly,Winter,3,2
8197,8198,2011-12-13,4,0,12,5,0,2,1,1,0,20,20,Morning,Working Day,Clearly,Winter,3,2
8198,8199,2011-12-13,4,0,12,6,0,2,1,1,0,92,92,Morning,Working Day,Clearly,Winter,3,2
8199,8200,2011-12-13,4,0,12,7,0,2,1,1,2,221,223,Morning,Working Day,Clearly,Winter,3,0
8200,8201,2011-12-13,4,0,12,8,0,2,1,1,9,391,400,Morning,Working Day,Clearly,Winter,3,0
8201,8202,2011-12-13,4,0,12,9,0,2,1,1,10,223,233,Morning,Working Day,Clearly,Winter,3,0
8202,8203,2011-12-13,4,0,12,10,0,2,1,1,3,99,102,Morning,Working Day,Clearly,Winter,3,2
8203,8204,2011-12-13,4,0,12,11,0,2,1,1,9,115,124,Afternoon,Working Day,Clearly,Winter,0,1
8204,8205,2011-12-13,4,0,12,12,0,2,1,1,20,147,167,Afternoon,Working Day,Clearly,Winter,0,1
8205,8206,2011-12-13,4,0,12,13,0,2,1,1,7,120,127,Afternoon,Working Day,Clearly,Winter,0,1
8206,8207,2011-12-13,4,0,12,14,0,2,1,1,18,116,134,Afternoon,Working Day,Clearly,Winter,0,1
8207,8208,2011-12-13,4,0,12,15,0,2,1,1,7,144,151,Afternoon,Working Day,Clearly,Winter,0,1
8208,8209,2011-12-13,4,0,12,16,0,2,1,1,13,194,207,Afternoon,Working Day,Clearly,Winter,0,1
8209,8210,2011-12-13,4,0,12,17,0,2,1,1,17,381,398,Evening,Working Day,Clearly,Winter,2,0
8210,8211,2011-12-13,4,0,12,18,0,2,1,1,12,370,382,Evening,Working Day,Clearly,Winter,2,0
8211,8212,2011-12-13,4,0,12,19,0,2,1,1,5,262,267,Night,Working Day,Clearly,Winter,4,0
8212,8213,2011-12-13,4,0,12,20,0,2,1,1,7,154,161,Night,Working Day,Clearly,Winter,4,2
